ID,title,link
1,Kỹ Sư Triển Khai Dự Án Hệ Thống (Postsale System) - Thu Nhập Upto 40tr,https://www.topcv.vn/viec-lam/ky-su-trien-khai-du-an-he-thong-postsale-system-thu-nhap-upto-40tr/1949543.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807
2,Nhân Viên Tư Vấn Phát Triển Phần Mềm (HCM - Thu Nhập Lên Đến 25Tr/Tháng),https://www.topcv.vn/viec-lam/nhan-vien-tu-van-phat-trien-phan-mem-hcm-thu-nhap-len-den-25tr-thang/1971777.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807
3,Nhân Viên Kinh Doanh/Sale/Tư Vấn Bán Hàng(Máy In)Lương Cứng 12tr+Hoa Hồng-Nhận Việc Ngay,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-sale-tu-van-ban-hangmay-inluong-cung-12tr-hoa-hong-nhan-viec-ngay/1971328.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807
4,Business Analyst | Từ 3 Năm Kinh Nghiệm | Thu Nhập Upto 30M | Tại Hà Nội,https://www.topcv.vn/viec-lam/business-analyst-tu-3-nam-kinh-nghiem-thu-nhap-upto-30m-tai-ha-noi/1966948.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807
5,Nhân Viên Kinh Doanh Phần Mềm ERP/ Sales ERP Thu Nhập Cao Upto 30-60 Triệu - Nhận Việc Ngay Tại Quận...,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-phan-mem-erp-sales-erp-thu-nhap-cao-upto-30-60-trieu-nhan-viec-ngay-tai-quan-7/1891406.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807
6,AI/Robotics Engineer,https://www.topcv.vn/viec-lam/ai-robotics-engineer/1974897.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807
7,Network Engineer (Triển Khai),https://www.topcv.vn/viec-lam/network-engineer-trien-khai/1975191.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807
8,Intern QC (Japanese N4),https://www.topcv.vn/viec-lam/intern-qc-japanese-n4/1967453.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807
9,Product Manager,https://www.topcv.vn/viec-lam/product-manager/1969894.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807
10,Nhân Viên Kinh Doanh CNTT,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-cntt/1973321.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807
11,Nhân Viên Gán Nhãn & Kiểm Duyệt Nội Dung Sàn Thương Mại Điện Tử (Mảng Chăm Sóc Khách Hàng) - Thu Nhậ...,https://www.topcv.vn/viec-lam/nhan-vien-gan-nhan-kiem-duyet-noi-dung-san-thuong-mai-dien-tu-mang-cham-soc-khach-hang-thu-nhap-8-trieu-thang-quan-12-di-lam-ngay/1968880.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807
12,"Manual Tester (Web, Mobile)|Từ 3 Năm Kinh Nghiệm | Thu Nhập Upto 33M | Tại Hà Nội",https://www.topcv.vn/viec-lam/manual-tester-web-mobile-tu-3-nam-kinh-nghiem-thu-nhap-upto-33m-tai-ha-noi/1967146.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807
13,Senior Frontend Developer (React.Js/Next.Js) - Mức Lương Upto 30M,https://www.topcv.vn/viec-lam/senior-frontend-developer-react-js-next-js-muc-luong-upto-30m/1967715.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807
14,Nhân Viên IT Kiêm Tư Vấn & Đào Tạo - Thu Nhập Upto 20M/ Tháng (Nghỉ Thứ 7- CN),https://www.topcv.vn/viec-lam/nhan-vien-it-kiem-tu-van-dao-tao-thu-nhap-upto-20m-thang-nghi-thu-7-cn/1971341.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807
15,Java Developer - Up To $3200,https://www.topcv.vn/viec-lam/java-developer-up-to-3200/1953698.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807
16,Product Design Leader,https://www.topcv.vn/viec-lam/product-design-leader/1972888.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807
17,PM Dự Án/Quản Lý Dự Án 35-50 Triệu + Thưởng Dự Án (Hà Nội - TPHCM),https://www.topcv.vn/viec-lam/pm-du-an-quan-ly-du-an-35-50-trieu-thuong-du-an-ha-noi-tphcm/1969916.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807
18,"Chuyên Viên Công Nghệ Thông Tin (Chuyển Đổi Số) - Thu Nhập 15-20 Triệu, Tại Bắc Ninh",https://www.topcv.vn/viec-lam/chuyen-vien-cong-nghe-thong-tin-chuyen-doi-so-thu-nhap-15-20-trieu-tai-bac-ninh/1964069.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807
19,AI Engineer Công Ty IT Hàn Quốc,https://www.topcv.vn/viec-lam/ai-engineer-cong-ty-it-han-quoc/1971397.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807
20,Lập Trình Viên. Net,https://www.topcv.vn/viec-lam/lap-trinh-vien-net/1972238.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807
