ID,title,link
1,Nhân Viên Kinh Doanh - Thu Nhập 25-30 Triệu/Tháng,https://www.topcv.vn/brand/congtycophanmisa/tuyen-dung/nhan-vien-kinh-doanh-thu-nhap-25-30-trieu-thang-j1966887.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yzwN3gUx3tEFZhaAh7ztJoFElLtZOSQtzSzu8umi_1765078713
2,Từ 18 Tháng Kinh Nghiệm / Nhân Viên Kinh Doanh Phần Mềm Cogover CRM/ERP,https://www.topcv.vn/viec-lam/tu-18-thang-kinh-nghiem-nhan-vien-kinh-doanh-phan-mem-cogover-crm-erp/1973308.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yzwN3gUx3tEFZhaAh7ztJoFElLtZOSQtzSzu8umi_1765078713
3,Chuyên Viên Phân Tích Nghiệp Vụ / Business Analyst - Yêu Cầu 2 Năm Kinh Nghiệm,https://www.topcv.vn/viec-lam/chuyen-vien-phan-tich-nghiep-vu-business-analyst-yeu-cau-2-nam-kinh-nghiem/1976378.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yzwN3gUx3tEFZhaAh7ztJoFElLtZOSQtzSzu8umi_1765078713
4,Không Yc Kinh Nghiệm / Nhân Viên Kinh Doanh Phần Mềm - Sales Development Representative,https://www.topcv.vn/viec-lam/khong-yc-kinh-nghiem-nhan-vien-kinh-doanh-phan-mem-sales-development-representative/1973299.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yzwN3gUx3tEFZhaAh7ztJoFElLtZOSQtzSzu8umi_1765078713
5,AI (LLM) Specialist Backend Developer - Thu Nhập Upto 40 Triệu ( Gross) Tại Hà Nội,https://www.topcv.vn/viec-lam/ai-llm-specialist-backend-developer-thu-nhap-upto-40-trieu-gross-tai-ha-noi/1971419.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yzwN3gUx3tEFZhaAh7ztJoFElLtZOSQtzSzu8umi_1765078713
6,Intern QC (Japanese N4),https://www.topcv.vn/viec-lam/intern-qc-japanese-n4/1967453.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yzwN3gUx3tEFZhaAh7ztJoFElLtZOSQtzSzu8umi_1765078713
7,Product Manager,https://www.topcv.vn/viec-lam/product-manager/1969894.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yzwN3gUx3tEFZhaAh7ztJoFElLtZOSQtzSzu8umi_1765078713
8,AI/Robotics Engineer,https://www.topcv.vn/viec-lam/ai-robotics-engineer/1974897.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yzwN3gUx3tEFZhaAh7ztJoFElLtZOSQtzSzu8umi_1765078713
9,Network Engineer (Triển Khai),https://www.topcv.vn/viec-lam/network-engineer-trien-khai/1975191.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yzwN3gUx3tEFZhaAh7ztJoFElLtZOSQtzSzu8umi_1765078713
10,Nhân Viên Gán Nhãn & Kiểm Duyệt Nội Dung Sàn Thương Mại Điện Tử (Mảng Chăm Sóc Khách Hàng) - Thu Nhậ...,https://www.topcv.vn/viec-lam/nhan-vien-gan-nhan-kiem-duyet-noi-dung-san-thuong-mai-dien-tu-mang-cham-soc-khach-hang-thu-nhap-8-trieu-thang-quan-12-di-lam-ngay/1968880.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yzwN3gUx3tEFZhaAh7ztJoFElLtZOSQtzSzu8umi_1765078713
11,"Manual Tester (Web, Mobile)|Từ 3 Năm Kinh Nghiệm | Thu Nhập Upto 33M | Tại Hà Nội",https://www.topcv.vn/viec-lam/manual-tester-web-mobile-tu-3-nam-kinh-nghiem-thu-nhap-upto-33m-tai-ha-noi/1967146.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yzwN3gUx3tEFZhaAh7ztJoFElLtZOSQtzSzu8umi_1765078713
12,Senior Frontend Developer (React.Js/Next.Js) - Mức Lương Upto 30M,https://www.topcv.vn/viec-lam/senior-frontend-developer-react-js-next-js-muc-luong-upto-30m/1967715.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yzwN3gUx3tEFZhaAh7ztJoFElLtZOSQtzSzu8umi_1765078713
13,Nhân Viên IT Kiêm Tư Vấn & Đào Tạo - Thu Nhập Upto 20M/ Tháng (Nghỉ Thứ 7- CN),https://www.topcv.vn/viec-lam/nhan-vien-it-kiem-tu-van-dao-tao-thu-nhap-upto-20m-thang-nghi-thu-7-cn/1971341.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yzwN3gUx3tEFZhaAh7ztJoFElLtZOSQtzSzu8umi_1765078713
14,Product Design Leader,https://www.topcv.vn/viec-lam/product-design-leader/1972888.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yzwN3gUx3tEFZhaAh7ztJoFElLtZOSQtzSzu8umi_1765078713
15,PM Dự Án/Quản Lý Dự Án 35-50 Triệu + Thưởng Dự Án (Hà Nội - TPHCM),https://www.topcv.vn/viec-lam/pm-du-an-quan-ly-du-an-35-50-trieu-thuong-du-an-ha-noi-tphcm/1969916.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yzwN3gUx3tEFZhaAh7ztJoFElLtZOSQtzSzu8umi_1765078713
16,"Chuyên Viên Công Nghệ Thông Tin (Chuyển Đổi Số) - Thu Nhập 15-20 Triệu, Tại Bắc Ninh",https://www.topcv.vn/viec-lam/chuyen-vien-cong-nghe-thong-tin-chuyen-doi-so-thu-nhap-15-20-trieu-tai-bac-ninh/1964069.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yzwN3gUx3tEFZhaAh7ztJoFElLtZOSQtzSzu8umi_1765078713
17,Nhân Viên Kinh Doanh CNTT,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-cntt/1973321.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yzwN3gUx3tEFZhaAh7ztJoFElLtZOSQtzSzu8umi_1765078713
18,Tester Game Chỉ Tuyển Nữ Thu Nhập Từ 8 -15 Triệu,https://www.topcv.vn/viec-lam/tester-game-chi-tuyen-nu-thu-nhap-tu-8-15-trieu/1962969.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yzwN3gUx3tEFZhaAh7ztJoFElLtZOSQtzSzu8umi_1765078713
19,Chuyên Viên Kiểm Tra Chất Lượng Phần Mềm - Tester,https://www.topcv.vn/viec-lam/chuyen-vien-kiem-tra-chat-luong-phan-mem-tester/1202799.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yzwN3gUx3tEFZhaAh7ztJoFElLtZOSQtzSzu8umi_1765078713
20,Java Developer - Up To $3200,https://www.topcv.vn/viec-lam/java-developer-up-to-3200/1953698.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yzwN3gUx3tEFZhaAh7ztJoFElLtZOSQtzSzu8umi_1765078713
21,Data Analyst - Từ 2 Năm Kinh Nghiệm,https://www.topcv.vn/viec-lam/data-analyst-tu-2-nam-kinh-nghiem/1975022.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yzwN3gUx3tEFZhaAh7ztJoFElLtZOSQtzSzu8umi_1765078713
22,AI Engineer Công Ty IT Hàn Quốc,https://www.topcv.vn/viec-lam/ai-engineer-cong-ty-it-han-quoc/1971397.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yzwN3gUx3tEFZhaAh7ztJoFElLtZOSQtzSzu8umi_1765078713
23,Lập Trình Viên. Net,https://www.topcv.vn/viec-lam/lap-trinh-vien-net/1972238.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yzwN3gUx3tEFZhaAh7ztJoFElLtZOSQtzSzu8umi_1765078713
24,Chuyên Viên Phân Tích Nghiệp Vụ (Business Analyst) - KVH - MSB - 4M009,https://www.topcv.vn/viec-lam/chuyen-vien-phan-tich-nghiep-vu-business-analyst-kvh-msb-4m009/1972061.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yzwN3gUx3tEFZhaAh7ztJoFElLtZOSQtzSzu8umi_1765078713
25,Thực Tập Sinh Network Security (Security/ Intern),https://www.topcv.vn/viec-lam/thuc-tap-sinh-network-security-security-intern/1961572.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yzwN3gUx3tEFZhaAh7ztJoFElLtZOSQtzSzu8umi_1765078713
26,Software Tester (Manual & Automation) | Từ 2 Năm Kinh Nghiệm | Chấp Nhận Onboard Sau Tết,https://www.topcv.vn/brand/flyer/tuyen-dung/software-tester-manual-automation-tu-2-nam-kinh-nghiem-chap-nhan-onboard-sau-tet-j1970420.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yzwN3gUx3tEFZhaAh7ztJoFElLtZOSQtzSzu8umi_1765078713
27,Frontend / ReactJS / NextJS Developer - Từ 2 - 5 Năm Kinh Nghiệm - Thu Nhập 15 - 25 Triệu - Tại Hà N...,https://www.topcv.vn/viec-lam/frontend-reactjs-nextjs-developer-tu-2-5-nam-kinh-nghiem-thu-nhap-15-25-trieu-tai-ha-noi/1944459.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yzwN3gUx3tEFZhaAh7ztJoFElLtZOSQtzSzu8umi_1765078713
28,Manual Testers,https://www.topcv.vn/viec-lam/manual-testers/1972856.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yzwN3gUx3tEFZhaAh7ztJoFElLtZOSQtzSzu8umi_1765078713
29,Nhân Viên Kiểm Thử Manual Tester,https://www.topcv.vn/viec-lam/nhan-vien-kiem-thu-manual-tester/1963383.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yzwN3gUx3tEFZhaAh7ztJoFElLtZOSQtzSzu8umi_1765078713
30,Unity Developer Intern (6 - 12M Net),https://www.topcv.vn/viec-lam/unity-developer-intern-6-12m-net/1974543.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yzwN3gUx3tEFZhaAh7ztJoFElLtZOSQtzSzu8umi_1765078713
31,Thực Tập Sinh Game Designer (6M/Tháng),https://www.topcv.vn/viec-lam/thuc-tap-sinh-game-designer-6m-thang/1974486.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yzwN3gUx3tEFZhaAh7ztJoFElLtZOSQtzSzu8umi_1765078713
32,Production Lead (Visual Supervisor) - VVE,https://www.topcv.vn/viec-lam/production-lead-visual-supervisor-vve/1970074.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yzwN3gUx3tEFZhaAh7ztJoFElLtZOSQtzSzu8umi_1765078713
33,Network Engineer,https://www.topcv.vn/viec-lam/network-engineer/1964927.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yzwN3gUx3tEFZhaAh7ztJoFElLtZOSQtzSzu8umi_1765078713
34,"Visual Producer (Project Manager, Korean Speaking)",https://www.topcv.vn/viec-lam/visual-producer-project-manager-korean-speaking/1970305.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yzwN3gUx3tEFZhaAh7ztJoFElLtZOSQtzSzu8umi_1765078713
35,.NET Developer,https://www.topcv.vn/viec-lam/net-developer/1907652.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yzwN3gUx3tEFZhaAh7ztJoFElLtZOSQtzSzu8umi_1765078713
36,"Product Owner (Sản Phẩm Giáo Dục, Thu Nhập 30 Triệu - 50 Triệu/Tháng)",https://www.topcv.vn/viec-lam/product-owner-san-pham-giao-duc-thu-nhap-30-trieu-50-trieu-thang/1970374.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yzwN3gUx3tEFZhaAh7ztJoFElLtZOSQtzSzu8umi_1765078713
37,Nhân Viên Tư Vấn Sale Online/ Chăm Sóc Khách Hàng (Game) - Thu Nhập Hấp Dẫn,https://www.topcv.vn/viec-lam/nhan-vien-tu-van-sale-online-cham-soc-khach-hang-game-thu-nhap-hap-dan/1966463.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yzwN3gUx3tEFZhaAh7ztJoFElLtZOSQtzSzu8umi_1765078713
38,Kỹ Sư Triển Khai Mạng,https://www.topcv.vn/viec-lam/ky-su-trien-khai-mang/1802945.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yzwN3gUx3tEFZhaAh7ztJoFElLtZOSQtzSzu8umi_1765078713
39,Graphic Designer Junior HCM,https://www.topcv.vn/viec-lam/graphic-designer-junior-hcm/1450754.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yzwN3gUx3tEFZhaAh7ztJoFElLtZOSQtzSzu8umi_1765078713
40,Nhân Viên Tư Vấn Phát Triển Phần Mềm (Cần Thơ - Thu Nhập Lên Đến 25Tr/Tháng),https://www.topcv.vn/viec-lam/nhan-vien-tu-van-phat-trien-phan-mem-can-tho-thu-nhap-len-den-25tr-thang/1975529.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yzwN3gUx3tEFZhaAh7ztJoFElLtZOSQtzSzu8umi_1765078713
41,Graphic Designer Leader,https://www.topcv.vn/viec-lam/graphic-designer-leader/1960188.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yzwN3gUx3tEFZhaAh7ztJoFElLtZOSQtzSzu8umi_1765078713
42,Backend Developer (Golang/Python) + Signing Bonus Onboard Vào Tháng 12,https://www.topcv.vn/viec-lam/backend-developer-golang-python-signing-bonus-onboard-vao-thang-12/1967120.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yzwN3gUx3tEFZhaAh7ztJoFElLtZOSQtzSzu8umi_1765078713
43,Graphic Design Tại Hà Nội - Đi Làm Ngay,https://www.topcv.vn/viec-lam/graphic-design-tai-ha-noi-di-lam-ngay/1967680.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yzwN3gUx3tEFZhaAh7ztJoFElLtZOSQtzSzu8umi_1765078713
44,"Nhân Viên Thiết Kế Đồ Họa (Graphic Designer) Mảng Chế Bản, In Ấn",https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke-do-hoa-graphic-designer-mang-che-ban-in-an/1969836.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yzwN3gUx3tEFZhaAh7ztJoFElLtZOSQtzSzu8umi_1765078713
45,Nhân Viên Marketing - Toyota (Thiết Kế Và Truyền Thông),https://www.topcv.vn/viec-lam/nhan-vien-marketing-toyota-thiet-ke-va-truyen-thong/1971724.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yzwN3gUx3tEFZhaAh7ztJoFElLtZOSQtzSzu8umi_1765078713
46,Chuyên Viên Phân Tích Nghiệp Vụ (BA),https://www.topcv.vn/viec-lam/chuyen-vien-phan-tich-nghiep-vu-ba/1963996.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yzwN3gUx3tEFZhaAh7ztJoFElLtZOSQtzSzu8umi_1765078713
47,Business Analyst,https://www.topcv.vn/viec-lam/business-analyst/1965307.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yzwN3gUx3tEFZhaAh7ztJoFElLtZOSQtzSzu8umi_1765078713
48,Nhân Viên Designer Marketing,https://www.topcv.vn/viec-lam/nhan-vien-designer-marketing/1969819.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yzwN3gUx3tEFZhaAh7ztJoFElLtZOSQtzSzu8umi_1765078713
49,IT Systems Developer And Administrator,https://www.topcv.vn/viec-lam/it-systems-developer-and-administrator/1961691.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yzwN3gUx3tEFZhaAh7ztJoFElLtZOSQtzSzu8umi_1765078713
50,Java Developer,https://www.topcv.vn/viec-lam/java-developer/1273173.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yzwN3gUx3tEFZhaAh7ztJoFElLtZOSQtzSzu8umi_1765078713
51,Kỹ Sư An Toàn Thông Tin,https://www.topcv.vn/viec-lam/ky-su-an-toan-thong-tin/1961875.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yzwN3gUx3tEFZhaAh7ztJoFElLtZOSQtzSzu8umi_1765078727
52,Nhân Viên IT,https://www.topcv.vn/viec-lam/nhan-vien-it/1962449.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yzwN3gUx3tEFZhaAh7ztJoFElLtZOSQtzSzu8umi_1765078727
53,Graphic Designer (Nhân Viên Thiết Kế Đồ Họa),https://www.topcv.vn/viec-lam/graphic-designer-nhan-vien-thiet-ke-do-hoa/1965685.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yzwN3gUx3tEFZhaAh7ztJoFElLtZOSQtzSzu8umi_1765078727
54,"Chuyên Viên Kinh Doanh Phần Mềm (Business Developer) - Data Có Sẵn, Hoa Hồng Cao, Bonus KPI, Thu Nh...",https://www.topcv.vn/viec-lam/chuyen-vien-kinh-doanh-phan-mem-business-developer-data-co-san-hoa-hong-cao-bonus-kpi-thu-nhap-15-60-trieu/1931937.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yzwN3gUx3tEFZhaAh7ztJoFElLtZOSQtzSzu8umi_1765078727
55,Business Analyst/ Chuyên Viên Phân Tích Nghiệp Vụ (Fintech Project) - Phường Sài Gòn,https://www.topcv.vn/viec-lam/business-analyst-chuyen-vien-phan-tich-nghiep-vu-fintech-project-phuong-sai-gon/1968193.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yzwN3gUx3tEFZhaAh7ztJoFElLtZOSQtzSzu8umi_1765078727
